Isolate,Collection_date,Geo_origin,Muts_counts,Gene
ISL_489068,2020-05-05,UK,1,nsp12
ISL_489093,2020-05-19,UK,1,nsp12
ISL_489115,2020-05-29,UK,1,nsp12
ISL_489130,2020-05-05,UK,2,nsp12
ISL_489191,2020-04-16,UK,1,nsp12
ISL_489261,2020-05-03,UK,1,nsp12
ISL_489302,2020-05-01,UK,1,nsp12
ISL_489307,2020-04-20,UK,1,nsp12
ISL_489337,2020-04-27,UK,1,nsp12
ISL_489343,2020-05-02,UK,1,nsp12
ISL_489463,2020-04-21,UK,0,nsp12
ISL_489484,2020-04-23,UK,1,nsp12
ISL_489522,2020-04-23,UK,1,nsp12
ISL_489928,2020-06-26,USA,0,nsp12
ISL_489949,2020-07-06,USA,2,nsp12
ISL_490225,2020-06-18,UK,0,nsp12
ISL_490338,2020-06-19,UK,1,nsp12
ISL_490355,2020-06-16,UK,1,nsp12
ISL_490397,2020-06-28,UK,2,nsp12
ISL_490638,2020-05-05,UK,1,nsp12
ISL_490677,2020-04-10,UK,1,nsp12
ISL_490702,2020-06-27,UK,1,nsp12
ISL_490704,2020-07-03,UK,1,nsp12
ISL_490708,2020-07-03,UK,1,nsp12
ISL_490777,2020-05-11,UK,1,nsp12
ISL_490792,2020-05-14,UK,1,nsp12
ISL_491028,2020-03-27,USA,1,nsp12
ISL_491394,2020-06-29,USA,1,nsp12
ISL_491509,2020-04-24,UK,1,nsp12
ISL_491520,2020-04-21,UK,1,nsp12
ISL_491585,2020-04-07,UK,2,nsp12
ISL_491599,2020-04-18,UK,1,nsp12
ISL_491722,2020-07-02,UK,3,nsp12
ISL_491726,2020-07-02,UK,3,nsp12
ISL_491729,2020-07-03,UK,3,nsp12
ISL_491911,2020-03-25,USA,1,nsp12
ISL_491929,2020-04-08,USA,1,nsp12
ISL_492200,2020-05-29,UK,2,nsp12
ISL_492401,2020-04-27,UK,0,nsp12
ISL_492411,2020-04-28,UK,1,nsp12
ISL_492418,2020-04-02,UK,1,nsp12
ISL_492440,2020-04-28,UK,1,nsp12
ISL_492665,2020-03-11,UK,0,nsp12
ISL_492696,2020-04-12,UK,1,nsp12
ISL_492747,2020-04-23,UK,1,nsp12
ISL_492768,2020-04-07,UK,1,nsp12
ISL_492787,2020-04-09,UK,1,nsp12
ISL_492879,2020-03-24,UK,1,nsp12
ISL_492909,2020-04-30,UK,1,nsp12
ISL_492941,2020-05-14,UK,1,nsp12
ISL_493086,2020-06-19,USA,0,nsp12
ISL_493437,2020-06-20,UK,1,nsp12
ISL_493499,2020-05-06,UK,1,nsp12
ISL_493537,2020-05-10,UK,1,nsp12
ISL_493574,2020-04-23,UK,1,nsp12
ISL_493707,2020-05-08,UK,1,nsp12
ISL_493841,2020-05-06,UK,2,nsp12
ISL_493913,2020-05-09,UK,1,nsp12
ISL_493999,2020-05-01,UK,1,nsp12
ISL_494055,2020-06-21,UK,1,nsp12
ISL_494075,2020-06-27,UK,1,nsp12
ISL_494076,2020-06-21,UK,1,nsp12
ISL_494104,2020-05-25,UK,1,nsp12
ISL_494110,2020-06-16,UK,1,nsp12
ISL_494180,2020-05-22,UK,1,nsp12
ISL_494211,2020-05-28,UK,1,nsp12
ISL_494241,2020-04-22,UK,1,nsp12
ISL_494255,2020-05-20,UK,2,nsp12
ISL_494277,2020-05-21,UK,1,nsp12
ISL_494303,2020-05-18,UK,1,nsp12
ISL_494323,2020-05-28,UK,1,nsp12
ISL_494377,2020-04-04,USA,1,nsp12
ISL_494406,2020-04-05,USA,1,nsp12
ISL_494436,2020-04-24,USA,1,nsp12
ISL_494479,2020-05-06,USA,1,nsp12
ISL_494486,2020-04-30,USA,1,nsp12
ISL_494489,2020-04-30,USA,1,nsp12
ISL_494631,2020-04-02,USA,1,nsp12
ISL_494656,2020-05-04,USA,1,nsp12
ISL_494694,2020-05-18,USA,1,nsp12
ISL_494697,2020-04-28,USA,1,nsp12
ISL_494706,2020-05-19,USA,1,nsp12
ISL_494719,2020-04-01,USA,1,nsp12
ISL_494723,2020-03-25,USA,1,nsp12
ISL_495642,2020-05-08,USA,2,nsp12
ISL_495668,2020-05-08,USA,2,nsp12
ISL_495677,2020-05-09,USA,2,nsp12
ISL_495709,2020-05-13,USA,1,nsp12
ISL_495748,2020-05-15,USA,0,nsp12
ISL_495764,2020-05-13,USA,2,nsp12
ISL_495777,2020-05-15,USA,1,nsp12
ISL_495817,2020-05-18,USA,1,nsp12
ISL_495884,2020-05-21,USA,1,nsp12
ISL_495918,2020-05-21,USA,2,nsp12
ISL_495943,2020-05-23,USA,1,nsp12
ISL_496007,2020-05-26,USA,1,nsp12
ISL_496026,2020-05-26,USA,2,nsp12
ISL_496036,2020-05-26,USA,2,nsp12
ISL_496248,2020-06-03,USA,2,nsp12
ISL_496261,2020-05-27,USA,1,nsp12
ISL_496324,2020-05-28,USA,2,nsp12
ISL_496951,2020-06-11,USA,3,nsp12
ISL_497028,2020-06-14,USA,1,nsp12
ISL_497044,2020-06-15,USA,2,nsp12
ISL_497090,2020-06-16,USA,1,nsp12
ISL_497144,2020-06-17,USA,2,nsp12
ISL_497216,2020-06-19,USA,1,nsp12
ISL_497224,2020-06-18,USA,2,nsp12
ISL_497239,2020-06-18,USA,1,nsp12
ISL_497402,2020-06-03,USA,2,nsp12
ISL_497413,2020-06-04,USA,1,nsp12
ISL_497414,2020-06-04,USA,2,nsp12
ISL_497418,2020-06-04,USA,1,nsp12
ISL_497494,2020-06-07,USA,0,nsp12
ISL_497498,2020-06-05,USA,2,nsp12
ISL_497526,2020-06-05,USA,2,nsp12
ISL_497703,2020-06-09,USA,1,nsp12
ISL_497709,2020-06-10,USA,2,nsp12
ISL_498705,2020-04-16,USA,1,nsp12
ISL_498723,2020-04-30,USA,1,nsp12
ISL_498724,2020-04-29,USA,1,nsp12
ISL_499288,2020-04-05,UK,1,nsp12
ISL_499296,2020-04-05,UK,1,nsp12
ISL_499328,2020-04-23,UK,1,nsp12
ISL_499366,2020-04-03,UK,1,nsp12
ISL_499370,2020-04-05,UK,1,nsp12
ISL_499383,2020-07-13,UK,1,nsp12
ISL_499393,2020-07-08,UK,1,nsp12
ISL_499418,2020-06-23,UK,1,nsp12
ISL_499495,2020-06-18,UK,1,nsp12
ISL_499554,2020-07-06,UK,1,nsp12
ISL_499599,2020-06-18,UK,1,nsp12
ISL_499645,2020-03-19,UK,1,nsp12
ISL_499658,2020-03-18,UK,1,nsp12
ISL_499822,2020-03-20,UK,0,nsp12
ISL_499843,2020-02-28,UK,1,nsp12
ISL_499971,2020-07-07,UK,2,nsp12
ISL_499973,2020-07-07,UK,1,nsp12
ISL_499990,2020-05-26,UK,1,nsp12
ISL_499991,2020-05-26,UK,1,nsp12
ISL_499998,2020-05-19,UK,1,nsp12
ISL_500003,2020-05-20,UK,1,nsp12
ISL_500008,2020-05-19,UK,1,nsp12
ISL_500031,2020-07-04,UK,2,nsp12
ISL_500098,2020-03-14,UK,1,nsp12
ISL_500108,2020-03-14,UK,1,nsp12
ISL_500837,2020-04-17,USA,0,nsp12
ISL_500857,2020-04-17,USA,1,nsp12
ISL_500958,2020-05-19,UK,1,nsp12
ISL_500964,2020-05-16,UK,1,nsp12
ISL_500988,2020-05-06,UK,2,nsp12
ISL_501009,2020-05-28,UK,1,nsp12
ISL_501032,2020-05-21,UK,1,nsp12
ISL_501041,2020-05-21,UK,1,nsp12
ISL_501046,2020-05-23,UK,1,nsp12
ISL_501068,2020-05-19,UK,1,nsp12
ISL_501069,2020-05-02,UK,2,nsp12
ISL_501121,2020-06-30,USA,1,nsp12
ISL_501144,2020-07-01,USA,1,nsp12
ISL_501555,2020-03-23,UK,1,nsp12
ISL_501558,2020-03-24,UK,1,nsp12
ISL_501595,2020-03-25,UK,1,nsp12
ISL_507056,2020-03-18,UK,1,nsp12
ISL_507198,2020-04-26,UK,2,nsp12
ISL_507568,2020-04-03,USA,1,nsp12
ISL_507769,2020-05-14,USA,1,nsp12
ISL_507775,2020-05-26,USA,1,nsp12
ISL_507840,2020-04-01,USA,1,nsp12
ISL_507902,2020-03-26,USA,1,nsp12
ISL_507926,2020-03-26,USA,1,nsp12
ISL_507966,2020-07-10,USA,1,nsp12
ISL_508062,2020-05-12,USA,1,nsp12
ISL_508790,2020-03-21,USA,1,nsp12
ISL_508799,2020-03-24,USA,0,nsp12
ISL_508804,2020-03-19,USA,1,nsp12
ISL_508837,2020-04-06,USA,1,nsp12
ISL_508852,2020-04-06,USA,0,nsp12
ISL_509097,2020-05-10,USA,1,nsp12
ISL_509123,2020-05-09,USA,1,nsp12
ISL_509126,2020-05-10,USA,1,nsp12
ISL_509140,2020-05-27,USA,1,nsp12
ISL_509143,2020-07-10,USA,1,nsp12
ISL_509153,2020-07-10,USA,2,nsp12
ISL_509160,2020-07-11,USA,1,nsp12
ISL_509182,2020-07-14,USA,1,nsp12
ISL_509199,2020-07-16,USA,1,nsp12
ISL_509213,2020-07-17,USA,1,nsp12
ISL_509428,2020-05-10,USA,1,nsp12
ISL_509448,2020-04-06,USA,1,nsp12
ISL_509456,2020-05-26,USA,1,nsp12
ISL_509460,2020-05-26,USA,1,nsp12
ISL_509537,2020-04-30,USA,1,nsp12
ISL_509676,2020-07-08,USA,1,nsp12
ISL_509684,2020-07-09,USA,1,nsp12
ISL_509734,2020-03-24,USA,0,nsp12
ISL_509766,2020-03-30,USA,1,nsp12
ISL_509814,2020-07-17,USA,1,nsp12
ISL_509819,2020-06-18,USA,1,nsp12
ISL_509826,2020-05-29,USA,1,nsp12
ISL_509840,2020-05-20,USA,1,nsp12
ISL_509848,2020-05-07,USA,1,nsp12
ISL_509863,2020-07-09,USA,1,nsp12
ISL_509865,2020-07-15,USA,1,nsp12
ISL_509905,2020-07-11,USA,1,nsp12
ISL_509973,2020-07-21,USA,1,nsp12
ISL_510881,2020-07-17,USA,1,nsp12
ISL_511859,2020-05-29,USA,1,nsp12
ISL_511972,2020-06-16,UK,2,nsp12
ISL_512203,2020-05-18,USA,1,nsp12
ISL_512271,2020-04-25,USA,1,nsp12
ISL_512361,2020-07-14,UK,1,nsp12
ISL_512443,2020-04-04,UK,1,nsp12
ISL_512488,2020-07-20,UK,1,nsp12
ISL_512509,2020-07-24,UK,1,nsp12
ISL_512513,2020-07-26,UK,1,nsp12
ISL_512532,2020-07-17,UK,1,nsp12
ISL_512794,2020-03-23,USA,1,nsp12
ISL_512795,2020-03-19,USA,1,nsp12
ISL_513266,2020-06-20,USA,1,nsp12
ISL_513422,2020-03-14,USA,1,nsp12
ISL_513428,2020-03-15,USA,1,nsp12
ISL_513434,2020-03-13,USA,1,nsp12
ISL_513451,2020-03-16,USA,1,nsp12
ISL_513462,2020-03-19,USA,0,nsp12
ISL_513651,2020-04-29,USA,1,nsp12
ISL_513658,2020-04-29,USA,1,nsp12
ISL_513748,2020-05-27,USA,1,nsp12
ISL_513820,2020-05-18,USA,1,nsp12
ISL_513897,2020-05-01,USA,1,nsp12
ISL_513902,2020-05-28,USA,1,nsp12
ISL_514085,2020-04-24,USA,1,nsp12
ISL_514169,2020-06-12,USA,1,nsp12
ISL_514449,2020-08-06,UK,2,nsp12
ISL_514531,2020-08-03,UK,2,nsp12
ISL_514555,2020-08-04,UK,2,nsp12
ISL_514561,2020-08-03,UK,2,nsp12
ISL_514576,2020-07-29,UK,1,nsp12
ISL_514625,2020-06-26,USA,2,nsp12
ISL_515333,2020-03-25,USA,0,nsp12
ISL_515376,2020-04-17,USA,1,nsp12
ISL_515393,2020-04-26,USA,1,nsp12
ISL_515421,2020-05-14,USA,1,nsp12
ISL_515448,2020-05-26,USA,1,nsp12
ISL_515909,2020-02-28,USA,0,nsp12
ISL_515910,2020-02-27,USA,0,nsp12
ISL_515911,2020-02-27,USA,0,nsp12
ISL_516230,2020-04-01,USA,1,nsp12
ISL_516400,2020-07-07,USA,1,nsp12
ISL_516451,2020-08-04,USA,1,nsp12
ISL_516468,2020-08-02,USA,1,nsp12
ISL_516497,2020-07-29,USA,1,nsp12
ISL_516504,2020-07-26,USA,1,nsp12
ISL_516506,2020-08-03,USA,1,nsp12
ISL_516513,2020-07-31,USA,1,nsp12
ISL_516520,2020-08-02,USA,1,nsp12
ISL_516540,2020-07-27,USA,1,nsp12
ISL_516751,2020-06-24,USA,1,nsp12
ISL_516757,2020-07-07,USA,1,nsp12
ISL_516767,2020-07-03,USA,1,nsp12
ISL_516769,2020-07-07,USA,1,nsp12
ISL_516859,2020-03-16,UK,1,nsp12
ISL_517022,2020-03-27,UK,1,nsp12
ISL_517061,2020-03-28,UK,1,nsp12
ISL_517099,2020-03-26,UK,1,nsp12
ISL_517128,2020-03-26,UK,1,nsp12
ISL_517161,2020-03-26,UK,0,nsp12
ISL_517171,2020-03-26,UK,1,nsp12
ISL_517236,2020-03-26,UK,1,nsp12
ISL_517248,2020-03-26,UK,1,nsp12
ISL_517309,2020-03-24,UK,1,nsp12
ISL_517342,2020-03-24,UK,1,nsp12
ISL_517398,2020-03-23,UK,1,nsp12
ISL_517409,2020-03-23,UK,1,nsp12
ISL_517416,2020-03-23,UK,1,nsp12
ISL_517502,2020-03-24,UK,1,nsp12
ISL_517508,2020-03-24,UK,1,nsp12
ISL_517515,2020-04-04,UK,1,nsp12
ISL_517556,2020-07-30,UK,1,nsp12
ISL_517568,2020-08-04,UK,1,nsp12
ISL_517574,2020-07-30,UK,1,nsp12
ISL_517780,2020-04-15,USA,1,nsp12
ISL_517792,2020-06-24,USA,1,nsp12
ISL_517806,2020-07-02,USA,1,nsp12
ISL_517831,2020-07-18,USA,1,nsp12
ISL_517840,2020-07-08,USA,1,nsp12
ISL_517859,2020-07-10,USA,1,nsp12
ISL_517868,2020-07-29,USA,1,nsp12
ISL_517891,2020-07-10,USA,1,nsp12
ISL_517909,2020-07-21,USA,1,nsp12
ISL_517946,2020-06-05,USA,1,nsp12
ISL_518861,2020-03-19,USA,1,nsp12
ISL_518871,2020-03-24,USA,0,nsp12
ISL_518884,2020-03-22,USA,0,nsp12
ISL_518886,2020-03-21,USA,1,nsp12
ISL_522260,2020-04-26,USA,1,nsp12
ISL_522322,2020-05-15,USA,1,nsp12
ISL_522352,2020-05-09,USA,1,nsp12
ISL_522380,2020-05-24,USA,1,nsp12
ISL_522391,2020-05-28,USA,1,nsp12
ISL_522394,2020-05-28,USA,1,nsp12
ISL_522777,2020-05-12,USA,1,nsp12
ISL_522786,2020-05-13,USA,1,nsp12
ISL_522816,2020-07-18,USA,1,nsp12
ISL_522821,2020-07-23,USA,1,nsp12
ISL_522895,2020-08-12,USA,2,nsp12
ISL_522900,2020-08-13,USA,1,nsp12
ISL_522902,2020-08-13,USA,1,nsp12
ISL_522904,2020-08-12,USA,1,nsp12
ISL_522909,2020-08-13,USA,1,nsp12
ISL_522927,2020-08-12,USA,1,nsp12
ISL_522967,2020-05-07,USA,1,nsp12
ISL_524083,2020-05-22,USA,1,nsp12
ISL_524106,2020-05-26,USA,2,nsp12
ISL_524111,2020-05-13,USA,1,nsp12
ISL_524122,2020-05-14,USA,1,nsp12
ISL_524143,2020-05-13,USA,1,nsp12
ISL_524242,2020-05-26,USA,1,nsp12
ISL_524283,2020-05-18,USA,1,nsp12
ISL_524306,2020-05-18,USA,1,nsp12
ISL_524331,2020-05-26,USA,1,nsp12
ISL_524341,2020-05-24,USA,1,nsp12
ISL_524346,2020-05-19,USA,1,nsp12
ISL_524385,2020-05-08,USA,1,nsp12
ISL_524391,2020-05-08,USA,1,nsp12
ISL_524570,2020-04-09,UK,1,nsp12
ISL_524774,2020-05-21,USA,1,nsp12
ISL_524821,2020-05-23,USA,2,nsp12
ISL_524830,2020-05-31,USA,1,nsp12
ISL_524842,2020-05-29,USA,1,nsp12
ISL_524877,2020-04-13,USA,1,nsp12
ISL_524891,2020-07-15,USA,1,nsp12
ISL_524931,2020-05-17,USA,1,nsp12
ISL_525122,2020-05-18,USA,1,nsp12
ISL_525143,2020-05-30,USA,1,nsp12
ISL_525168,2020-05-30,USA,1,nsp12
ISL_525172,2020-05-26,USA,2,nsp12
ISL_525191,2020-07-07,USA,1,nsp12
ISL_525226,2020-05-12,USA,1,nsp12
ISL_525287,2020-05-13,USA,1,nsp12
ISL_525296,2020-05-10,USA,1,nsp12
ISL_525312,2020-05-11,USA,1,nsp12
ISL_525324,2020-05-11,USA,1,nsp12
ISL_525342,2020-05-20,USA,1,nsp12
ISL_525575,2020-02-29,USA,0,nsp12
ISL_525590,2020-03-08,USA,1,nsp12
ISL_525604,2020-03-12,USA,1,nsp12
ISL_525630,2020-03-24,USA,0,nsp12
ISL_525634,2020-03-26,USA,1,nsp12
ISL_525705,2020-06-29,USA,1,nsp12
ISL_525708,2020-07-02,USA,1,nsp12
ISL_525710,2020-07-02,USA,1,nsp12
ISL_525718,2020-07-08,USA,1,nsp12
ISL_525721,2020-07-11,USA,1,nsp12
ISL_525731,2020-07-16,USA,1,nsp12
ISL_525764,2020-03-16,USA,2,nsp12
ISL_525806,2020-07-30,USA,1,nsp12
ISL_525843,2020-06-13,USA,1,nsp12
ISL_525854,2020-06-13,USA,1,nsp12
ISL_525904,2020-06-22,USA,1,nsp12
ISL_525965,2020-07-09,USA,1,nsp12
ISL_525974,2020-07-18,USA,1,nsp12
ISL_525978,2020-07-20,USA,1,nsp12
ISL_525979,2020-07-20,USA,1,nsp12
ISL_525982,2020-07-20,USA,1,nsp12
ISL_525989,2020-07-22,USA,1,nsp12
ISL_526009,2020-07-23,USA,2,nsp12
ISL_526085,2020-07-31,USA,1,nsp12
ISL_526089,2020-06-09,USA,1,nsp12
ISL_526096,2020-06-05,USA,1,nsp12
ISL_526110,2020-07-28,USA,1,nsp12
ISL_526311,2020-07-17,UK,1,nsp12
ISL_526337,2020-08-05,UK,1,nsp12
ISL_526378,2020-07-20,UK,1,nsp12
ISL_526379,2020-07-24,UK,1,nsp12
ISL_526403,2020-07-27,UK,3,nsp12
ISL_526452,2020-03-31,UK,1,nsp12
ISL_526525,2020-08-13,UK,2,nsp12
ISL_526530,2020-08-11,UK,2,nsp12
ISL_526586,2020-07-31,USA,1,nsp12
ISL_526597,2020-08-04,USA,1,nsp12
ISL_526630,2020-08-17,USA,1,nsp12
ISL_526631,2020-08-17,USA,1,nsp12
ISL_526659,2020-08-18,USA,0,nsp12
ISL_526677,2020-08-20,USA,1,nsp12
ISL_526775,2020-05-06,USA,1,nsp12
ISL_526788,2020-05-08,USA,1,nsp12
ISL_526789,2020-05-08,USA,1,nsp12
ISL_526798,2020-03-17,USA,1,nsp12
ISL_526836,2020-04-10,USA,1,nsp12
ISL_526841,2020-04-17,USA,1,nsp12
ISL_526862,2020-07-02,USA,2,nsp12
ISL_526897,2020-07-07,USA,1,nsp12
ISL_527430,2020-04-22,USA,1,nsp12
ISL_527601,2020-07-27,USA,1,nsp12
ISL_527607,2020-08-03,USA,1,nsp12
ISL_527610,2020-08-03,USA,1,nsp12
ISL_527619,2020-08-03,USA,1,nsp12
ISL_527642,2020-07-14,USA,1,nsp12
ISL_527684,2020-04-28,USA,2,nsp12
ISL_527692,2020-05-27,USA,1,nsp12
ISL_527801,2020-08-07,USA,1,nsp12
ISL_528437,2020-05-11,UK,1,nsp12
ISL_528646,2020-07-27,USA,1,nsp12
ISL_529245,2020-07-10,UK,2,nsp12
ISL_529321,2020-07-06,UK,1,nsp12
ISL_529329,2020-07-22,UK,1,nsp12
ISL_529355,2020-05-30,UK,1,nsp12
ISL_529377,2020-08-16,UK,1,nsp12
ISL_529393,2020-03-26,UK,1,nsp12
ISL_529440,2020-07-14,UK,1,nsp12
ISL_529485,2020-08-20,UK,1,nsp12
ISL_529539,2020-08-06,UK,1,nsp12
ISL_529619,2020-07-26,UK,1,nsp12
ISL_529629,2020-08-23,UK,1,nsp12
ISL_529641,2020-09-02,UK,1,nsp12
ISL_529665,2020-07-16,UK,1,nsp12
ISL_529697,2020-07-30,UK,1,nsp12
ISL_529698,2020-08-16,UK,1,nsp12
ISL_529838,2020-07-14,USA,1,nsp12
ISL_529853,2020-07-28,USA,1,nsp12
ISL_529870,2020-08-03,USA,1,nsp12
ISL_529882,2020-08-03,USA,1,nsp12
ISL_529905,2020-08-14,USA,1,nsp12
ISL_529940,2020-07-30,USA,1,nsp12
ISL_529955,2020-08-12,USA,1,nsp12
ISL_530125,2020-05-19,USA,1,nsp12
ISL_530128,2020-08-01,USA,1,nsp12
ISL_530148,2020-08-14,USA,1,nsp12
ISL_530166,2020-08-18,USA,1,nsp12
ISL_530184,2020-05-21,USA,1,nsp12
ISL_530383,2020-08-26,UK,2,nsp12
ISL_530394,2020-08-19,UK,1,nsp12
ISL_530434,2020-08-18,UK,2,nsp12
ISL_530443,2020-08-15,UK,2,nsp12
ISL_530500,2020-08-18,UK,1,nsp12
ISL_530551,2020-08-19,UK,1,nsp12
ISL_530595,2020-08-15,UK,2,nsp12
ISL_530629,2020-08-19,UK,1,nsp12
ISL_530635,2020-08-18,UK,2,nsp12
ISL_530670,2020-08-20,UK,3,nsp12
ISL_530718,2020-08-20,UK,3,nsp12
ISL_530736,2020-08-21,UK,2,nsp12
ISL_530774,2020-08-20,UK,3,nsp12
ISL_530780,2020-08-18,UK,1,nsp12
ISL_530797,2020-08-21,UK,1,nsp12
ISL_530831,2020-08-13,UK,1,nsp12
ISL_530867,2020-08-13,UK,1,nsp12
ISL_530902,2020-08-07,UK,1,nsp12
ISL_530909,2020-08-12,UK,2,nsp12
ISL_530912,2020-08-15,UK,1,nsp12
ISL_530946,2020-08-14,UK,2,nsp12
ISL_530951,2020-08-14,UK,1,nsp12
ISL_530960,2020-08-11,UK,1,nsp12
ISL_531084,2020-08-12,UK,1,nsp12
ISL_531102,2020-08-12,UK,1,nsp12
ISL_531189,2020-08-14,UK,2,nsp12
ISL_531258,2020-08-15,UK,1,nsp12
ISL_531295,2020-08-13,UK,2,nsp12
ISL_531309,2020-08-14,UK,1,nsp12
ISL_531354,2020-08-13,UK,2,nsp12
ISL_531360,2020-08-16,UK,1,nsp12
ISL_531388,2020-08-17,UK,2,nsp12
ISL_531398,2020-08-17,UK,1,nsp12
ISL_531425,2020-08-17,UK,1,nsp12
ISL_531474,2020-08-11,UK,2,nsp12
ISL_531504,2020-08-16,UK,1,nsp12
ISL_531528,2020-08-13,UK,2,nsp12
ISL_531592,2020-08-10,UK,1,nsp12
ISL_531595,2020-08-10,UK,2,nsp12
ISL_531658,2020-08-10,UK,2,nsp12
ISL_531665,2020-08-10,UK,2,nsp12
ISL_531704,2020-08-08,UK,2,nsp12
ISL_531763,2020-08-11,UK,1,nsp12
ISL_531817,2020-08-09,UK,1,nsp12
ISL_531832,2020-08-11,UK,2,nsp12
ISL_531859,2020-08-10,UK,1,nsp12
ISL_531970,2020-08-05,UK,1,nsp12
ISL_532030,2020-08-03,UK,1,nsp12
ISL_532096,2020-08-04,UK,1,nsp12
ISL_532109,2020-08-02,UK,1,nsp12
ISL_532131,2020-08-05,UK,1,nsp12
ISL_532168,2020-05-18,UK,1,nsp12
ISL_532200,2020-05-18,UK,1,nsp12
ISL_532204,2020-05-12,UK,1,nsp12
ISL_532223,2020-05-13,UK,2,nsp12
ISL_532252,2020-05-13,UK,1,nsp12
ISL_532256,2020-05-12,UK,1,nsp12
ISL_532275,2020-05-18,UK,1,nsp12
ISL_532288,2020-08-06,UK,2,nsp12
ISL_532305,2020-08-08,UK,1,nsp12
ISL_532317,2020-08-09,UK,2,nsp12
ISL_532326,2020-08-09,UK,1,nsp12
ISL_532343,2020-08-06,UK,1,nsp12
ISL_532349,2020-08-09,UK,2,nsp12
ISL_532358,2020-08-09,UK,1,nsp12
ISL_532371,2020-08-08,UK,2,nsp12
ISL_532393,2020-08-07,UK,1,nsp12
ISL_532396,2020-08-06,UK,1,nsp12
ISL_532400,2020-08-05,UK,1,nsp12
ISL_532415,2020-08-03,UK,2,nsp12
ISL_532419,2020-08-08,UK,3,nsp12
ISL_532467,2020-08-06,UK,1,nsp12
ISL_532476,2020-08-08,UK,1,nsp12
ISL_532480,2020-08-08,UK,2,nsp12
ISL_532549,2020-07-23,UK,1,nsp12
ISL_532558,2020-07-12,UK,1,nsp12
ISL_532574,2020-07-29,UK,1,nsp12
ISL_532579,2020-07-11,UK,1,nsp12
ISL_532607,2020-07-25,UK,1,nsp12
ISL_532610,2020-07-31,UK,2,nsp12
ISL_532617,2020-07-11,UK,1,nsp12
ISL_532619,2020-07-30,UK,1,nsp12
ISL_532622,2020-07-27,UK,1,nsp12
ISL_532650,2020-08-04,UK,1,nsp12
ISL_532686,2020-07-29,UK,1,nsp12
ISL_532703,2020-07-27,UK,1,nsp12
ISL_532716,2020-07-22,UK,1,nsp12
ISL_532718,2020-07-24,UK,1,nsp12
ISL_532723,2020-07-23,UK,3,nsp12
ISL_532724,2020-07-24,UK,1,nsp12
ISL_532731,2020-07-25,UK,2,nsp12
ISL_532748,2020-07-23,UK,1,nsp12
ISL_532757,2020-07-26,UK,1,nsp12
ISL_532759,2020-07-24,UK,1,nsp12
ISL_532761,2020-07-22,UK,1,nsp12
ISL_532766,2020-07-27,UK,2,nsp12
ISL_532767,2020-07-28,UK,1,nsp12
ISL_532805,2020-07-26,UK,1,nsp12
ISL_532816,2020-07-25,UK,2,nsp12
ISL_532828,2020-07-25,UK,1,nsp12
ISL_532834,2020-07-24,UK,1,nsp12
ISL_532842,2020-07-22,UK,1,nsp12
ISL_532848,2020-07-21,UK,1,nsp12
ISL_532861,2020-07-22,UK,1,nsp12
ISL_532874,2020-07-20,UK,1,nsp12
ISL_532879,2020-07-18,UK,1,nsp12
ISL_532883,2020-07-19,UK,2,nsp12
ISL_532900,2020-07-21,UK,1,nsp12
ISL_532924,2020-07-23,UK,2,nsp12
ISL_532934,2020-07-18,UK,1,nsp12
ISL_532953,2020-07-23,UK,1,nsp12
ISL_532967,2020-07-18,UK,1,nsp12
ISL_532971,2020-07-17,UK,1,nsp12
ISL_532978,2020-07-18,UK,1,nsp12
ISL_533003,2020-07-11,UK,1,nsp12
ISL_533008,2020-07-15,UK,3,nsp12
ISL_533025,2020-07-16,UK,1,nsp12
ISL_533041,2020-07-15,UK,1,nsp12
ISL_533045,2020-07-15,UK,1,nsp12
ISL_533050,2020-07-16,UK,1,nsp12
ISL_533072,2020-07-15,UK,1,nsp12
ISL_533074,2020-07-16,UK,1,nsp12
ISL_533109,2020-07-15,UK,1,nsp12
ISL_533125,2020-07-16,UK,1,nsp12
ISL_533136,2020-07-15,UK,1,nsp12
ISL_533153,2020-07-15,UK,1,nsp12
ISL_533163,2020-07-16,UK,1,nsp12
ISL_533180,2020-07-15,UK,1,nsp12
ISL_533184,2020-07-15,UK,1,nsp12
ISL_533187,2020-07-15,UK,1,nsp12
ISL_533190,2020-07-16,UK,1,nsp12
ISL_533199,2020-07-15,UK,1,nsp12
ISL_533203,2020-07-15,UK,1,nsp12
ISL_533229,2020-06-27,UK,1,nsp12
ISL_533263,2020-06-27,UK,1,nsp12
ISL_533362,2020-05-14,UK,1,nsp12
ISL_533405,2020-05-14,UK,1,nsp12
ISL_533406,2020-05-13,UK,1,nsp12
ISL_533422,2020-05-12,UK,1,nsp12
ISL_533423,2020-05-13,UK,1,nsp12
ISL_534279,2020-06-13,USA,1,nsp12
ISL_534297,2020-06-13,USA,2,nsp12
ISL_534365,2020-08-12,UK,1,nsp12
ISL_534391,2020-08-12,UK,2,nsp12
ISL_534397,2020-08-13,UK,2,nsp12
ISL_534420,2020-08-10,UK,2,nsp12
ISL_534548,2020-08-20,UK,1,nsp12
ISL_534598,2020-08-20,UK,1,nsp12
ISL_534603,2020-08-20,UK,2,nsp12
ISL_534653,2020-08-13,UK,2,nsp12
ISL_534704,2020-06-03,USA,2,nsp12
ISL_534715,2020-06-04,USA,2,nsp12
